YEAR,MONTH,Date,Transfer Station,COMMODITY,TONS,TRIPS,SECTOR
2022,2,02/24/2022,South Transfer Station,Garbage,28.407675,9,Residential
2022,2,02/28/2022,South Transfer Station,Organics,211.279664,49,Residential
2022,3,03/01/2022,North Transfer Station,Garbage,97.979855,22,Residential
2022,3,03/01/2022,South Transfer Station,Organics,185.239534,47,Residential
2022,3,03/02/2022,South Transfer Station,Garbage,329.253633,76,Residential
2022,3,03/02/2022,South Transfer Station,Recycling,312.92299,85,Residential
2022,3,03/04/2022,South Transfer Station,Organics,183.003123,48,Residential
2022,3,03/05/2022,South Transfer Station,Recycling,4.473404,2,Residential
2022,3,03/07/2022,South Transfer Station,Garbage,327.484166,77,Residential
2022,3,03/08/2022,South Transfer Station,Recycling,336.929938,90,Residential
2022,3,03/08/2022,North Transfer Station,Organics,12.38,3,Residential
2022,3,03/10/2022,South Transfer Station,Organics,262.762251,53,Residential
2022,3,03/15/2022,South Transfer Station,Organics,2.035254,1,Residential
2022,3,03/15/2022,South Transfer Station,Organics,275.249034,52,Residential
2022,3,03/17/2022,North Transfer Station,Garbage,57.842805,23,Residential
2022,3,03/17/2022,South Transfer Station,Organics,259.559628,51,Residential
2022,3,03/18/2022,North Transfer Station,Garbage,85.209073,29,Residential
2022,3,03/18/2022,South Transfer Station,Organics,4.056597,3,Residential
2022,3,03/21/2022,North Transfer Station,Garbage,119.904312,28,Residential
2022,3,03/22/2022,South Transfer Station,Garbage,51.795381,11,Residential
2022,3,03/22/2022,South Transfer Station,Recycling,6.76,1,Residential
2022,3,03/22/2022,South Transfer Station,Organics,1.863744,1,Residential
2022,3,03/23/2022,South Transfer Station,Garbage,311.607719,73,Residential
2022,3,03/24/2022,North Transfer Station,Garbage,87.301634,26,Residential
2022,3,03/24/2022,South Transfer Station,Garbage,288.077883,69,Residential
2022,3,03/24/2022,South Transfer Station,Recycling,290.913275,80,Residential
2022,3,03/26/2022,North Transfer Station,Organics,0.39,1,Residential
2022,3,03/27/2022,North Transfer Station,Garbage,0.930258,1,Residential
2022,3,03/27/2022,South Transfer Station,Organics,7.130255,4,Residential
2022,3,03/31/2022,South Transfer Station,Garbage,26.966239,11,Residential
2022,4,04/04/2022,North Transfer Station,Garbage,130.803586,30,Residential
2022,4,04/07/2022,South Transfer Station,Garbage,388.064848,86,Residential
2022,4,04/10/2022,North Transfer Station,Garbage,1.85,1,Residential
2022,4,04/11/2022,North Transfer Station,Garbage,105.512408,32,Residential
2022,4,04/11/2022,South Transfer Station,Garbage,400.735297,93,Residential
2022,4,04/11/2022,North Transfer Station,Organics,36.78,7,Residential
2022,4,04/12/2022,North Transfer Station,Garbage,79.470769,24,Residential
2022,4,04/13/2022,South Transfer Station,Organics,5.653187,2,Residential
2022,4,04/15/2022,South Transfer Station,Recycling,275.5448,85,Residential
2022,4,04/16/2022,North Transfer Station,Garbage,0.50752,1,Residential
2022,4,04/16/2022,North Transfer Station,Organics,0.27,1,Residential
2022,4,04/18/2022,South Transfer Station,Recycling,346.803691,99,Residential
2022,4,04/18/2022,South Transfer Station,Organics,2.114736,2,Residential
2022,4,04/20/2022,South Transfer Station,Garbage,370.761216,90,Residential
2022,4,04/21/2022,North Transfer Station,Organics,37.31,6,Residential
2022,4,04/22/2022,South Transfer Station,Garbage,373.824887,84,Residential
2022,4,04/24/2022,South Transfer Station,Recycling,2.38,1,Residential
2022,4,04/25/2022,South Transfer Station,Organics,1.29954,1,Residential
2022,4,04/26/2022,North Transfer Station,Organics,50.43,7,Residential
2022,4,04/27/2022,South Transfer Station,Garbage,372.993344,85,Residential
2022,4,04/27/2022,South Transfer Station,Organics,287.252542,45,Residential
2022,4,04/29/2022,South Transfer Station,Garbage,394.642988,83,Residential
2022,4,04/29/2022,South Transfer Station,Organics,3.278293,3,Residential
2022,5,05/04/2022,South Transfer Station,Organics,343.309438,47,Residential
2022,5,05/09/2022,North Transfer Station,Organics,17.81,5,Residential
2022,5,05/09/2022,South Transfer Station,Organics,2.102034,2,Residential
2022,5,05/09/2022,South Transfer Station,Organics,368.655488,51,Residential
2022,5,05/14/2022,South Transfer Station,Recycling,0.7,1,Residential
2022,5,05/14/2022,South Transfer Station,Organics,0.09,1,Residential
2022,5,05/16/2022,South Transfer Station,Recycling,369.883426,100,Residential
2022,5,05/17/2022,South Transfer Station,Recycling,333.153554,85,Residential
2022,5,05/17/2022,North Transfer Station,Organics,57.51,7,Residential
2022,5,05/17/2022,South Transfer Station,Organics,2.222829,1,Residential
2022,5,05/18/2022,South Transfer Station,Garbage,362.059412,84,Residential
2022,5,05/18/2022,South Transfer Station,Recycling,286.564022,80,Residential
2022,5,05/24/2022,North Transfer Station,Organics,97,13,Residential
2022,5,05/25/2022,South Transfer Station,Organics,9.008997,4,Residential
2022,5,05/28/2022,South Transfer Station,Recycling,4.77,2,Residential
2022,5,05/30/2022,North Transfer Station,Garbage,117.580051,27,Residential
2022,5,05/30/2022,North Transfer Station,Organics,34.568756,8,Residential
2022,5,05/31/2022,North Transfer Station,Organics,73.501674,11,Residential
2022,6,06/02/2022,South Transfer Station,Organics,4.711498,4,Residential
2022,6,06/05/2022,South Transfer Station,Recycling,4.11,1,Residential
2022,6,06/08/2022,North Transfer Station,Garbage,74.516545,23,Residential
2022,6,06/11/2022,South Transfer Station,Recycling,0.05814,1,Residential
2022,6,06/11/2022,South Transfer Station,Recycling,6.803818,4,Residential
2022,6,06/11/2022,North Transfer Station,Organics,0.34,1,Residential
2022,6,06/13/2022,South Transfer Station,Garbage,0.165648,1,Residential
2022,6,06/13/2022,South Transfer Station,Garbage,298.511472,65,Residential
2022,6,06/14/2022,South Transfer Station,Organics,2.06416,1,Residential
2022,6,06/19/2022,South Transfer Station,Garbage,8.20569,3,Residential
2022,6,06/20/2022,South Transfer Station,Organics,2.3868,2,Residential
2022,6,06/21/2022,South Transfer Station,Recycling,340.398765,88,Residential
2022,6,06/22/2022,South Transfer Station,Recycling,299.448311,89,Residential
2022,6,06/23/2022,North Transfer Station,Garbage,87.457313,28,Residential
2022,6,06/23/2022,South Transfer Station,Recycling,290.845834,82,Residential
2022,6,06/24/2022,South Transfer Station,Garbage,378.780141,78,Residential
2022,6,06/24/2022,South Transfer Station,Organics,2.749747,3,Residential
2022,6,06/27/2022,North Transfer Station,Garbage,125.915764,29,Residential
2022,6,06/27/2022,South Transfer Station,Garbage,1.0416,1,Residential
2022,6,06/27/2022,South Transfer Station,Recycling,345.014468,95,Residential
2022,6,06/29/2022,North Transfer Station,Garbage,94.592361,28,Residential
2022,6,06/29/2022,South Transfer Station,Organics,7.040399,4,Residential
2022,6,06/30/2022,North Transfer Station,Organics,62.47,10,Residential
2022,7,07/01/2022,South Transfer Station,Garbage,447.650691,87,Residential
2022,7,07/05/2022,South Transfer Station,Organics,362.989233,55,Residential
2022,7,07/06/2022,South Transfer Station,Garbage,337.657888,78,Residential
2022,7,07/06/2022,South Transfer Station,Recycling,310.265179,91,Residential
2022,7,07/08/2022,South Transfer Station,Organics,317.590311,51,Residential
2022,7,07/10/2022,South Transfer Station,Organics,8.203275,3,Residential
2022,7,07/11/2022,North Transfer Station,Garbage,108.846221,27,Residential
2022,7,07/14/2022,South Transfer Station,Garbage,355.731383,78,Residential
2022,7,07/15/2022,South Transfer Station,Organics,294.396982,47,Residential
2022,7,07/17/2022,South Transfer Station,Garbage,22.729309,8,Residential
2022,7,07/19/2022,South Transfer Station,Recycling,345.406084,89,Residential
2022,7,07/19/2022,South Transfer Station,Recycling,9.49,1,Residential
2022,7,07/20/2022,South Transfer Station,Recycling,6.84,1,Residential
2022,7,07/21/2022,North Transfer Station,Garbage,71.338673,22,Residential
2022,7,07/21/2022,South Transfer Station,Organics,2.187924,2,Residential
2022,7,07/22/2022,North Transfer Station,Garbage,108.577447,30,Residential
2022,7,07/22/2022,South Transfer Station,Organics,6.562935,5,Residential
2022,7,07/22/2022,South Transfer Station,Organics,254.657727,42,Residential
2022,7,07/23/2022,South Transfer Station,Garbage,10.242573,13,Residential
2022,7,07/25/2022,South Transfer Station,Garbage,404.382045,88,Residential
2022,7,07/25/2022,South Transfer Station,Recycling,347.482619,94,Residential
2022,7,07/25/2022,North Transfer Station,Organics,51.13,12,Residential
2022,7,07/25/2022,South Transfer Station,Organics,0.891808,1,Residential
2022,7,07/25/2022,South Transfer Station,Organics,266.89658,51,Residential
2022,7,07/27/2022,South Transfer Station,Garbage,348.18241,85,Residential
2022,8,08/01/2022,South Transfer Station,Organics,2.681954,2,Residential
2022,8,08/02/2022,South Transfer Station,Recycling,322.084156,87,Residential
2022,8,08/02/2022,South Transfer Station,Organics,253.414007,51,Residential
2022,8,08/03/2022,North Transfer Station,Garbage,60.529841,23,Residential
2022,8,08/04/2022,North Transfer Station,Garbage,48.859112,18,Residential
2022,8,08/04/2022,South Transfer Station,Garbage,400.027545,95,Residential
2022,8,08/07/2022,South Transfer Station,Recycling,1.8,1,Residential
2022,8,08/09/2022,South Transfer Station,Organics,2.678412,1,Residential
2022,8,08/10/2022,North Transfer Station,Garbage,111.49717,32,Residential
2022,8,08/11/2022,North Transfer Station,Garbage,59.42127,18,Residential
2022,8,08/11/2022,South Transfer Station,Recycling,308.315231,85,Residential
2022,8,08/11/2022,North Transfer Station,Organics,12.5,2,Residential
2022,8,08/11/2022,South Transfer Station,Organics,7.169849,6,Residential
2022,8,08/12/2022,North Transfer Station,Garbage,92.506166,23,Residential
2022,8,08/12/2022,South Transfer Station,Organics,2.903448,3,Residential
2022,8,08/13/2022,South Transfer Station,Organics,1.67,2,Residential
2022,8,08/15/2022,North Transfer Station,Organics,14.14,4,Residential
2022,8,08/18/2022,South Transfer Station,Recycling,283.141559,79,Residential
2022,8,08/21/2022,South Transfer Station,Organics,2.947692,2,Residential
2022,8,08/22/2022,South Transfer Station,Organics,2.033289,2,Residential
2022,8,08/22/2022,South Transfer Station,Organics,234.035845,48,Residential
2022,8,08/24/2022,North Transfer Station,Garbage,78.714306,24,Residential
2022,8,08/27/2022,North Transfer Station,Garbage,0.23184,2,Residential
2022,8,08/27/2022,South Transfer Station,Garbage,14.257697,10,Residential
2022,8,08/30/2022,South Transfer Station,Organics,1.889901,1,Residential
2022,9,09/05/2022,South Transfer Station,Recycling,322.040785,94,Residential
2022,9,09/06/2022,South Transfer Station,Organics,251.211535,50,Residential
2022,9,09/07/2022,South Transfer Station,Recycling,287.566614,82,Residential
2022,9,09/07/2022,South Transfer Station,Organics,264.905346,48,Residential
2022,9,09/10/2022,South Transfer Station,Garbage,21.253528,11,Residential
2022,9,09/11/2022,South Transfer Station,Organics,2.80314,2,Residential
2022,9,09/13/2022,South Transfer Station,Garbage,367.373917,84,Residential
2022,9,09/16/2022,North Transfer Station,Garbage,95.94733,28,Residential
2022,9,09/16/2022,South Transfer Station,Recycling,271.36322,77,Residential
2022,9,09/17/2022,South Transfer Station,Recycling,0.13674,1,Residential
2022,9,09/20/2022,South Transfer Station,Garbage,379.426766,84,Residential
2022,9,09/22/2022,South Transfer Station,Garbage,338.548546,83,Residential
2022,9,09/24/2022,North Transfer Station,Garbage,3.456518,3,Residential
2022,9,09/25/2022,North Transfer Station,Garbage,2.481734,2,Residential
2022,9,09/25/2022,South Transfer Station,Garbage,5.282182,4,Residential
2022,9,09/27/2022,South Transfer Station,Garbage,359.041257,84,Residential
2022,9,09/29/2022,South Transfer Station,Recycling,277.914208,83,Residential
2022,10,10/01/2022,South Transfer Station,Garbage,20.17379,14,Residential
2022,10,10/03/2022,South Transfer Station,Organics,242.486518,47,Residential
2022,10,10/04/2022,South Transfer Station,Organics,2.050011,1,Residential
2022,10,10/06/2022,North Transfer Station,Garbage,70.527124,22,Residential
2022,10,10/11/2022,North Transfer Station,Organics,20.96,5,Residential
2022,10,10/12/2022,North Transfer Station,Garbage,68.950816,21,Residential
2022,10,10/12/2022,North Transfer Station,Organics,31.53,5,Residential
2022,10,10/15/2022,South Transfer Station,Organics,0.18,1,Residential
2022,10,10/16/2022,North Transfer Station,Garbage,0.468194,1,Residential
2022,10,10/16/2022,South Transfer Station,Garbage,6.163807,6,Residential
2022,10,10/16/2022,South Transfer Station,Organics,5.952849,3,Residential
2022,10,10/17/2022,North Transfer Station,Organics,13.09,5,Residential
2022,10,10/21/2022,North Transfer Station,Garbage,109.02602,31,Residential
2022,10,10/21/2022,South Transfer Station,Recycling,270.987952,84,Residential
2022,10,10/22/2022,North Transfer Station,Garbage,8.59634,3,Residential
2022,10,10/22/2022,South Transfer Station,Recycling,4.18572,1,Residential
2022,10,10/26/2022,North Transfer Station,Garbage,98.083133,31,Residential
2022,10,10/27/2022,North Transfer Station,Garbage,92.667619,31,Residential
2022,10,10/27/2022,South Transfer Station,Recycling,288.873871,89,Residential
2022,10,10/29/2022,South Transfer Station,Garbage,10.308931,12,Residential
2022,10,10/31/2022,South Transfer Station,Recycling,346.09958,89,Residential
2022,11,11/02/2022,South Transfer Station,Organics,289.614257,50,Residential
2022,11,11/03/2022,South Transfer Station,Garbage,345.265636,80,Residential
2022,11,11/04/2022,South Transfer Station,Garbage,378.977284,84,Residential
2022,11,11/08/2022,South Transfer Station,Recycling,336.394695,86,Residential
2022,11,11/08/2022,South Transfer Station,Organics,356.15222,57,Residential
2022,11,11/10/2022,North Transfer Station,Garbage,63.995018,23,Residential
2022,11,11/10/2022,South Transfer Station,Garbage,382.62647,90,Residential
2022,11,11/10/2022,South Transfer Station,Organics,2.49842,2,Residential
2022,11,11/12/2022,South Transfer Station,Garbage,20.771605,13,Residential
2022,11,11/16/2022,South Transfer Station,Garbage,335.083011,81,Residential
2022,11,11/16/2022,South Transfer Station,Organics,4.715982,2,Residential
2022,11,11/17/2022,North Transfer Station,Garbage,88.796711,25,Residential
2022,11,11/17/2022,South Transfer Station,Recycling,294.489094,85,Residential
2022,11,11/17/2022,South Transfer Station,Organics,5.32332,4,Residential
2022,11,11/19/2022,South Transfer Station,Organics,5.41,2,Residential
2022,11,11/20/2022,South Transfer Station,Garbage,12.361487,7,Residential
2022,11,11/22/2022,North Transfer Station,Organics,54.39,8,Residential
2022,11,11/25/2022,South Transfer Station,Organics,0.806896,1,Residential
2022,11,11/28/2022,South Transfer Station,Recycling,354.407773,98,Residential
2022,11,11/29/2022,South Transfer Station,Recycling,334.993234,86,Residential
2022,11,11/29/2022,North Transfer Station,Organics,211.4,22,Residential
2022,11,11/30/2022,South Transfer Station,Organics,377.570424,53,Residential
2022,12,12/01/2022,North Transfer Station,Organics,56.87,6,Residential
2022,12,12/02/2022,South Transfer Station,Organics,1.166751,1,Residential
2022,12,12/05/2022,North Transfer Station,Organics,65.15,8,Residential
2022,12,12/07/2022,South Transfer Station,Recycling,308.95384,91,Residential
2022,12,12/09/2022,North Transfer Station,Garbage,120.743586,35,Residential
2022,12,12/10/2022,South Transfer Station,Recycling,0.061886,1,Residential
2022,12,12/10/2022,South Transfer Station,Organics,3.295968,1,Residential
2022,12,12/11/2022,South Transfer Station,Organics,3.888672,3,Residential
2022,12,12/12/2022,South Transfer Station,Recycling,383.142871,95,Residential
2022,12,12/13/2022,South Transfer Station,Organics,307.605442,50,Residential
2022,12,12/15/2022,South Transfer Station,Organics,2.493225,2,Residential
2022,12,12/15/2022,South Transfer Station,Organics,341.071551,54,Residential
2022,12,12/16/2022,South Transfer Station,Garbage,361.779846,83,Residential
2022,12,12/16/2022,South Transfer Station,Organics,278.74613,45,Residential
2022,12,12/21/2022,South Transfer Station,Recycling,46.939771,13,Residential
2022,12,12/24/2022,North Transfer Station,Garbage,9.29169,5,Residential
2022,12,12/25/2022,South Transfer Station,Recycling,3.19,1,Residential
2022,12,12/27/2022,South Transfer Station,Recycling,482.12998,100,Residential
2022,12,12/29/2022,North Transfer Station,Garbage,161.737581,36,Residential
2022,12,12/29/2022,North Transfer Station,Organics,95.13993,11,Residential
2022,12,12/30/2022,South Transfer Station,Organics,1.381287,1,Residential
2023,1,01/03/2023,North Transfer Station,Organics,41.69,6,Residential
2023,1,01/04/2023,North Transfer Station,Garbage,102.072114,29,Residential
2023,1,01/05/2023,South Transfer Station,Recycling,446.783577,97,Residential
2023,1,01/05/2023,South Transfer Station,Organics,292.699973,52,Residential
2023,1,01/09/2023,North Transfer Station,Organics,36.36,6,Residential
2023,1,01/10/2023,South Transfer Station,Garbage,393.777664,88,Residential
2023,1,01/10/2023,South Transfer Station,Organics,270.282444,52,Residential
2023,1,01/12/2023,South Transfer Station,Garbage,364.822268,84,Residential
2023,1,01/15/2023,North Transfer Station,Garbage,1.624859,2,Residential
2023,1,01/15/2023,South Transfer Station,Recycling,1.64505,1,Residential
2023,1,01/19/2023,South Transfer Station,Garbage,375.204927,87,Residential
2023,1,01/20/2023,South Transfer Station,Organics,2.292715,3,Residential
2023,1,01/20/2023,South Transfer Station,Organics,230.18902,43,Residential
2023,1,01/23/2023,South Transfer Station,Organics,1.227088,1,Residential
2023,1,01/24/2023,South Transfer Station,Recycling,335.438507,93,Residential
2023,1,01/25/2023,South Transfer Station,Organics,8.924788,4,Residential
2023,1,01/26/2023,North Transfer Station,Garbage,74.542427,26,Residential
2023,1,01/29/2023,South Transfer Station,Organics,2.211888,1,Residential
2023,1,01/30/2023,North Transfer Station,Garbage,124.693107,28,Residential
2023,1,01/31/2023,North Transfer Station,Garbage,112.027573,34,Residential
2023,1,01/31/2023,North Transfer Station,Organics,8.97,2,Residential
2023,2,02/03/2023,South Transfer Station,Organics,0.893152,1,Residential
2023,2,02/04/2023,South Transfer Station,Recycling,0.093462,1,Residential
2023,2,02/04/2023,South Transfer Station,Organics,4.078812,3,Residential
2023,2,02/04/2023,South Transfer Station,Organics,0.02,1,Residential
2023,2,02/06/2023,South Transfer Station,Recycling,338.035108,94,Residential
2023,2,02/07/2023,South Transfer Station,Recycling,314.303748,88,Residential
2023,2,02/08/2023,North Transfer Station,Garbage,64.869078,27,Residential
2023,2,02/09/2023,South Transfer Station,Organics,4.854336,4,Residential
2023,2,02/10/2023,North Transfer Station,Organics,18.98,4,Residential
2023,2,02/11/2023,South Transfer Station,Organics,0.911388,2,Residential
2023,2,02/13/2023,South Transfer Station,Organics,218.232549,47,Residential
2023,2,02/14/2023,North Transfer Station,Garbage,90.855983,27,Residential
2023,2,02/17/2023,South Transfer Station,Recycling,250.608461,78,Residential
2023,2,02/18/2023,North Transfer Station,Garbage,1.268064,1,Residential
2023,2,02/18/2023,South Transfer Station,Recycling,2.5,1,Residential
2024,11,11/21/2024,South Transfer Station,Organics,8.850786,6,Residential
2024,11,11/22/2024,North Transfer Station,Organics,162.54,20,Residential
2024,11,11/23/2024,South Transfer Station,Recycling,9.370032,5,Residential
2024,11,11/24/2024,South Transfer Station,Recycling,0.079398,1,Residential
2024,11,11/25/2024,South Transfer Station,Organics,7.065381,7,Residential
2024,11,11/25/2024,South Transfer Station,Organics,421.208781,60,Residential
2024,11,11/26/2024,South Transfer Station,Garbage,426.540668,92,Residential
2024,11,11/26/2024,South Transfer Station,Recycling,335.484152,96,Residential
2024,11,11/27/2024,North Transfer Station,Garbage,87.332032,32,Residential
2024,11,11/29/2024,South Transfer Station,Organics,5.465898,5,Residential
2024,11,11/30/2024,South Transfer Station,Recycling,274.532365,84,Residential
2024,11,11/30/2024,North Transfer Station,Organics,171.96,18,Residential
2024,12,12/01/2024,South Transfer Station,Organics,3.865116,2,Residential
2024,12,12/02/2024,South Transfer Station,Organics,5.694024,6,Residential
2024,12,12/05/2024,North Transfer Station,Garbage,85.751308,29,Residential
2024,12,12/08/2024,South Transfer Station,Recycling,3.05,1,Residential
2024,12,12/09/2024,North Transfer Station,Garbage,101.607293,29,Residential
2024,12,12/10/2024,North Transfer Station,Garbage,102.849339,29,Residential
2024,12,12/11/2024,South Transfer Station,Recycling,0.52,1,Residential
2024,12,12/11/2024,North Transfer Station,Organics,41.02,6,Residential
2024,12,12/11/2024,South Transfer Station,Organics,15.087165,6,Residential
2024,12,12/12/2024,North Transfer Station,Organics,41.24,5,Residential
2024,12,12/13/2024,South Transfer Station,Organics,2.365979,3,Residential
2024,12,12/20/2024,South Transfer Station,Garbage,437.268769,95,Residential
2024,12,12/20/2024,South Transfer Station,Organics,235.32643,42,Residential
2024,12,12/23/2024,South Transfer Station,Recycling,363.603878,97,Residential
2024,12,12/28/2024,South Transfer Station,Recycling,306.507384,81,Residential
2024,12,12/28/2024,South Transfer Station,Organics,204.930096,43,Residential
2024,12,12/29/2024,North Transfer Station,Garbage,1.064934,1,Residential
2025,1,01/01/2025,South Transfer Station,Garbage,3.6411,2,Residential
2025,1,01/02/2025,South Transfer Station,Recycling,348.109252,96,Residential
2025,1,01/02/2025,South Transfer Station,Organics,253.767174,40,Residential
2025,1,01/03/2025,South Transfer Station,Garbage,378.629162,91,Residential
2025,1,01/03/2025,South Transfer Station,Recycling,324.284576,85,Residential
2025,1,01/05/2025,South Transfer Station,Organics,5.22788,2,Residential
2025,1,01/11/2025,North Transfer Station,Garbage,0.966887,1,Residential
2025,1,01/12/2025,South Transfer Station,Organics,9.805733,4,Residential
2025,1,01/13/2025,South Transfer Station,Organics,0.633654,1,Residential
2025,1,01/13/2025,South Transfer Station,Organics,250.992426,49,Residential
2025,1,01/15/2025,North Transfer Station,Organics,16.96,5,Residential
2025,1,01/19/2025,South Transfer Station,Recycling,1.51,1,Residential
2025,1,01/20/2025,South Transfer Station,Garbage,202.407019,49,Residential
2025,1,01/22/2025,South Transfer Station,Organics,11.934924,6,Residential
2025,1,01/26/2025,South Transfer Station,Garbage,5.857957,8,Residential
2025,1,01/26/2025,South Transfer Station,Organics,2.876307,2,Residential
2025,1,01/27/2025,North Transfer Station,Garbage,86.209142,25,Residential
2025,1,01/27/2025,South Transfer Station,Garbage,382.806405,93,Residential
2025,1,01/27/2025,South Transfer Station,Organics,6.131984,5,Residential
2025,1,01/29/2025,South Transfer Station,Recycling,267.19625,98,Residential
2025,1,01/30/2025,South Transfer Station,Organics,165.941577,47,Residential
2025,1,01/31/2025,North Transfer Station,Garbage,83.74128,31,Residential
2025,2,02/01/2025,South Transfer Station,Recycling,0.214704,1,Residential
2025,2,02/08/2025,North Transfer Station,Organics,0.87,1,Residential
2025,2,02/09/2025,South Transfer Station,Garbage,20.948829,15,Residential
2025,2,02/09/2025,South Transfer Station,Recycling,0.23932,1,Residential
2025,2,02/09/2025,South Transfer Station,Recycling,4.16,1,Residential
2025,2,02/14/2025,South Transfer Station,Organics,3.780194,5,Residential
2025,2,02/17/2025,North Transfer Station,Garbage,126.051704,33,Residential
2025,2,02/20/2025,South Transfer Station,Garbage,362.787966,86,Residential
2025,2,02/20/2025,South Transfer Station,Organics,7.852347,6,Residential
2025,2,02/24/2025,North Transfer Station,Garbage,104.820808,27,Residential
2025,2,02/24/2025,South Transfer Station,Garbage,436.881936,98,Residential
2025,2,02/25/2025,North Transfer Station,Garbage,77.838711,24,Residential
2025,2,02/26/2025,North Transfer Station,Organics,4.9,2,Residential
2025,2,02/28/2025,South Transfer Station,Garbage,428.375614,93,Residential
2025,3,03/01/2025,South Transfer Station,Garbage,18.36293,15,Residential
2025,3,03/03/2025,South Transfer Station,Garbage,446.914332,98,Residential
2025,3,03/03/2025,South Transfer Station,Organics,294.088638,48,Residential
2025,3,03/04/2025,North Transfer Station,Organics,25.42,5,Residential
2025,3,03/04/2025,South Transfer Station,Organics,5.180646,4,Residential
2025,3,03/04/2025,South Transfer Station,Organics,293.995978,49,Residential
2025,3,03/06/2025,South Transfer Station,Recycling,266.321205,91,Residential
2025,3,03/06/2025,North Transfer Station,Organics,42.64,6,Residential
2025,3,03/11/2025,South Transfer Station,Organics,5.351572,4,Residential
2025,3,03/14/2025,South Transfer Station,Organics,6.166713,6,Residential
2025,3,03/14/2025,South Transfer Station,Organics,182.506376,38,Residential
2025,3,03/17/2025,South Transfer Station,Garbage,452.196809,104,Residential
2025,3,03/18/2025,South Transfer Station,Garbage,385.80333,88,Residential
2025,3,03/20/2025,South Transfer Station,Recycling,269.026033,85,Residential
2025,3,03/20/2025,North Transfer Station,Organics,29.13,5,Residential
2025,3,03/20/2025,South Transfer Station,Organics,1.529664,1,Residential
2025,3,03/22/2025,South Transfer Station,Recycling,5.661347,4,Residential
2025,3,03/24/2025,South Transfer Station,Garbage,443.588711,95,Residential
2025,3,03/28/2025,South Transfer Station,Garbage,374.140131,81,Residential
2025,3,03/28/2025,South Transfer Station,Organics,6.296437,7,Residential
2025,3,03/30/2025,South Transfer Station,Garbage,4.935808,7,Residential
2025,3,03/30/2025,South Transfer Station,Recycling,7.15,1,Residential
2025,3,03/31/2025,North Transfer Station,Garbage,132.505954,34,Residential
2025,3,03/31/2025,South Transfer Station,Garbage,432.009534,91,Residential
2025,3,03/31/2025,South Transfer Station,Organics,345.079459,49,Residential
2025,4,04/02/2025,South Transfer Station,Garbage,381.760867,86,Residential
2025,4,04/05/2025,South Transfer Station,Organics,2.63,2,Residential
2025,4,04/08/2025,North Transfer Station,Garbage,77.263846,21,Residential
2025,4,04/08/2025,South Transfer Station,Recycling,151.973799,41,Residential
2025,4,04/09/2025,South Transfer Station,Organics,13.228143,6,Residential
2025,4,04/11/2025,South Transfer Station,Recycling,123.20459,39,Residential
2025,4,04/11/2025,South Transfer Station,Organics,72.24488,13,Residential
2025,4,04/13/2025,South Transfer Station,Organics,1.337668,2,Residential
2025,4,04/14/2025,South Transfer Station,Garbage,228.523909,48,Residential
2025,4,04/14/2025,South Transfer Station,Recycling,163.598626,43,Residential
2025,4,04/18/2025,South Transfer Station,Organics,110.318374,19,Residential
2025,4,04/19/2025,South Transfer Station,Garbage,5.504093,5,Residential
2023,9,09/07/2023,South Transfer Station,Organics,234.928368,46,Residential
2023,9,09/08/2023,South Transfer Station,Recycling,1.12,1,Residential
2023,9,09/09/2023,South Transfer Station,Garbage,25.134974,13,Residential
2023,9,09/11/2023,South Transfer Station,Recycling,4.07,3,Residential
2023,9,09/12/2023,North Transfer Station,Garbage,98.806858,31,Residential
2023,9,09/12/2023,South Transfer Station,Recycling,299.496512,88,Residential
2023,9,09/12/2023,North Transfer Station,Organics,32.99,5,Residential
2023,9,09/12/2023,South Transfer Station,Organics,1.20768,1,Residential
2023,9,09/13/2023,South Transfer Station,Recycling,288.130839,93,Residential
2023,9,09/14/2023,North Transfer Station,Garbage,81.232114,25,Residential
2023,9,09/14/2023,South Transfer Station,Organics,213.616692,43,Residential
2023,9,09/15/2023,South Transfer Station,Recycling,256.415207,78,Residential
2023,9,09/18/2023,South Transfer Station,Recycling,315.624551,92,Residential
2023,9,09/19/2023,South Transfer Station,Organics,232.164271,49,Residential
2023,9,09/21/2023,South Transfer Station,Garbage,386.090038,93,Residential
2023,9,09/25/2023,North Transfer Station,Organics,7.36,2,Residential
2023,9,09/25/2023,South Transfer Station,Organics,259.378616,50,Residential
2023,9,09/26/2023,South Transfer Station,Garbage,409.763098,90,Residential
2023,9,09/30/2023,North Transfer Station,Organics,0.11,1,Residential
2023,10,10/02/2023,South Transfer Station,Organics,2.126301,3,Residential
2023,10,10/03/2023,South Transfer Station,Organics,289.277962,53,Residential
2023,10,10/05/2023,South Transfer Station,Garbage,379.15022,89,Residential
2023,10,10/10/2023,North Transfer Station,Garbage,100.825178,28,Residential
2023,10,10/11/2023,North Transfer Station,Garbage,70.761735,25,Residential
2023,10,10/13/2023,South Transfer Station,Recycling,267.482813,85,Residential
2023,10,10/15/2023,North Transfer Station,Garbage,1.046805,1,Residential
2023,10,10/16/2023,South Transfer Station,Recycling,330.157463,98,Residential
2023,10,10/16/2023,North Transfer Station,Organics,29.13,5,Residential
2023,10,10/19/2023,South Transfer Station,Garbage,364.692037,88,Residential
2023,10,10/20/2023,North Transfer Station,Garbage,93.128941,28,Residential
2023,10,10/23/2023,South Transfer Station,Recycling,322.413662,93,Residential
